runtime,vote_average,release_month,Comedy,Crime,Drama,Action,Thriller,Romance,Adventure,Family,Fantasy,Animation,Mystery,ScienceFiction,Horror,History,War,Music,Documentary,Western,Empty,TVMovie,Foreign,PC_class,log_raw_budget,log_raw_revenue,log_budget,log_revenue,log_popularity,log_vote_count
170.0,7.4,12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.522334397678865,19.451622243939635,18.522334397678865,19.451622243939635,3.289967824975614,8.351846738828245
113.0,7.2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17.661393782255395,18.11302751560426,17.661393782255395,18.11302751560426,2.642195258306186,7.222566018822171
101.0,6.6,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.510123568783044,19.07409908748596,17.510123568783044,19.07409908748596,2.3647144644595945,7.410347097821024
127.0,7.2,12,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,17.624392804472908,20.75790878038995,17.624392804472908,20.75790878038995,2.974099973426877,8.312871394342615
187.0,6.8,12,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.463040094595893,20.462469646208447,19.463040094595893,20.462469646208447,5.321032415291251,8.685584842676693
130.0,6.7,9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18.042344317830995,17.87021953965419,18.042344317830995,17.87021953965419,2.2859474518410225,6.79346613258001
140.0,7.7,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.140956596766742,20.055161613452704,19.140956596766742,20.055161613452704,3.9152777031486417,9.674137279312397
119.0,8.3,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,17.437983106597148,20.102073775814862,17.437983106597148,20.102073775814862,2.3608540011180215,9.366831168735615
98.0,7.9,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.297914161076342,18.45649641652923,16.297914161076342,18.45649641652923,3.200385935554356,8.618666160346871
122.0,6.8,9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,17.284989478176083,18.755253663727014,17.284989478176083,18.755253663727014,3.288401887516811,8.47345026846832
142.0,8.7,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17.627713250209656,17.753163473167877,17.627713250209656,17.753163473167877,4.198254025612612,9.833172378621102
137.0,8.0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,19.118516918975054,20.747372913265824,19.118516918975054,20.747372913265824,3.7509383409979584,9.12423767292277
145.0,7.0,10,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.11849399882584,16.455164352516093,18.11849399882584,16.455164352516093,2.529720665577793,6.738152494595957
169.0,7.2,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.773935253578035,20.9381271861148,19.773935253578035,20.9381271861148,4.1122008521875975,9.285726098882073
116.0,7.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.690768734451968,16.310636479335333,16.690768734451968,16.310636479335333,2.4946919505227974,7.02197642307216
105.0,7.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,15.121679145460748,15.318636613470021,15.121679145460748,15.318636613470021,2.099611748469219,3.4965075614664802
100.0,6.7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,15.22893382978139,16.59149824716559,15.22893382978139,16.59149824716559,2.5177771145206354,4.343805421853684
123.0,7.1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.94752049344083,18.234001249125498,16.94752049344083,18.234001249125498,2.5328234167841224,6.520621127558696
109.0,6.1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.492264363657213,20.269293026347757,19.492264363657213,20.269293026347757,3.2723786763855074,8.481358738407021
178.0,7.2,12,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.816095522941033,19.27871151150255,18.816095522941033,19.27871151150255,2.798926322559063,8.119398589612294
122.0,6.7,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.512804041948097,19.81095040558447,18.512804041948097,19.81095040558447,2.8611717801582963,8.462948176563842
105.0,7.0,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15.892449094739266,16.354540190625737,15.892449094739266,16.354540190625737,2.122381292171092,6.220590170099739
102.0,6.4,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.24807081519179,17.304851042639175,16.24807081519179,17.304851042639175,2.3800089899588492,6.066108090103747
105.0,5.9,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.320860419719878,19.189715570321297,18.320860419719878,19.189715570321297,2.892425203688062,7.085064293952548
106.0,6.9,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16.432906463791053,17.974504150842545,16.432906463791053,17.974504150842545,2.4667426791603293,6.773080375655535
101.0,6.7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.575973636920043,20.377256098404438,18.575973636920043,20.377256098404438,3.446011397451948,9.026056891868688
112.0,7.1,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16.585596212642578,14.42397909314478,16.585596212642578,14.42397909314478,2.340458745422127,4.736198448394496
104.0,4.6,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,18.77133762260779,18.57413442950697,18.77133762260779,18.57413442950697,3.164715265908765,7.80994708647679
120.0,7.6,9,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.96181573300839,16.94418526949304,16.96181573300839,16.94418526949304,2.7722761734014814,7.4949862339505335
118.0,6.9,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18.042928089000757,18.947980502902006,18.042928089000757,18.947980502902006,2.7614013765992045,8.08794755464267
92.0,6.1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.66685442188557,15.303103948059787,15.66685442188557,15.303103948059787,2.205523380150914,4.04305126783455
138.0,7.7,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.41282284594998,19.249058528908467,17.41282284594998,19.249058528908467,3.0233474405869645,8.406708458240965
105.0,5.3,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.59719708444865,18.22817889134533,17.59719708444865,18.22817889134533,2.8694885469797407,7.090076835776092
114.0,7.1,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16.74510308243252,16.984775924313606,16.74510308243252,16.984775924313606,2.265713618218141,5.501258210544727
127.0,7.9,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.579221780614795,21.26056940606202,18.579221780614795,21.26056940606202,3.1912990570979662,9.392911897525345
129.0,6.5,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.6187936337441,20.755856087275493,18.6187936337441,20.755856087275493,1.0317599816802692,8.705662478796427
92.0,6.1,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.76682039304985,20.144423347387775,18.76682039304985,20.144423347387775,0.8721298360883852,8.543250725735527
189.0,7.7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.902662666391844,18.172314290406582,17.902662666391844,18.172314290406582,2.781238703053685,7.763871287820222
121.0,7.5,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.762563054292418,18.568254917317866,15.762563054292418,18.568254917317866,2.2948552949321046,7.4133673356952405
128.0,7.5,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.746307214242162,15.194565275995057,15.746307214242162,15.194565275995057,2.3987131200882663,6.255750041753367
106.0,7.3,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16.076231551134903,15.122806353604393,16.076231551134903,15.122806353604393,2.257692324103309,6.293419278846481
98.0,6.9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.159419463411897,14.901015992530649,15.159419463411897,14.901015992530649,2.0850507804443463,4.941642422609304
159.0,7.4,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.466132016411944,19.37990392656655,18.466132016411944,19.37990392656655,3.1657281806573088,8.310169021981912
109.0,7.4,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.656037583169628,19.88927592897351,17.656037583169628,19.88927592897351,3.3716655790561174,9.111072370317514
126.0,6.8,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.844640441241197,20.09740340506192,18.844640441241197,20.09740340506192,3.403494740710839,8.41847721847708
115.0,7.5,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.17240768072985,16.15874217408437,17.17240768072985,16.15874217408437,2.5617905274532773,6.983789965258135
129.0,7.4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.907352006676692,19.3264554840974,17.907352006676692,19.3264554840974,2.8740165148698944,8.311398278436641
121.0,6.9,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17.479072229734946,19.287363228318146,17.479072229734946,19.287363228318146,2.77246371442663,7.822845290279774
136.0,7.9,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17.56736483471378,19.191096487803097,17.56736483471378,19.191096487803097,3.1950748146822483,9.253016646256619
101.0,5.8,12,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,18.414662681687165,19.344727194338123,18.414662681687165,19.344727194338123,3.3574196343162597,8.013012110368916
114.0,7.0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16.076231551134903,18.023871336946595,16.076231551134903,18.023871336946595,2.4965057856313524,6.902742737158593
116.0,6.6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.460265979716894,13.74550538856235,16.460265979716894,13.74550538856235,2.3617969526258915,5.5093883366279774
102.0,7.2,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.0824584431417,17.4538871157701,15.0824584431417,17.4538871157701,2.558002204858551,7.170888478512505
127.0,6.8,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18.354434108818342,20.328875671632733,18.354434108818342,20.328875671632733,3.2625864432943343,7.811163385025279
112.0,7.7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.59432989206649,16.116784892289385,16.59432989206649,16.116784892289385,2.557459842469709,6.891625897052253
98.0,8.1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.336336030573216,17.10867723254879,15.336336030573216,17.10867723254879,2.579231495825562,7.8050670442584895
162.0,7.2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,17.647840816142256,19.798639679232778,17.647840816142256,19.798639679232778,2.883962372710981,7.273092595999522
143.0,7.1,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.32327815274967,20.74372312049665,19.32327815274967,20.74372312049665,4.094011173320863,8.955577146281511
121.0,5.4,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.985994558684244,20.19950912250672,18.985994558684244,20.19950912250672,3.234985366601269,8.230044310126114
125.0,4.3,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,19.156647926485658,19.80147474076508,19.156647926485658,19.80147474076508,3.4020303679660473,8.197814032221203
119.0,7.2,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.078190449090098,17.7160262676983,18.078190449090098,17.7160262676983,2.617760729754749,7.566311014772463
150.0,8.4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,17.76963475858651,19.002383047723328,17.76963475858651,19.002383047723328,3.162601725789024,8.736971085254146
195.0,8.6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17.527129523485627,20.208666359477274,17.527129523485627,20.208666359477274,3.650086649394781,9.322239464473592
81.0,7.3,10,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.29182413320263,20.16299281583057,18.29182413320263,20.16299281583057,4.54634332223582,9.201400530406708
90.0,6.8,9,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,13.278513770756783,16.522115648730676,13.278513770756783,16.522115648730676,2.64084145140876,8.104401307921613
124.0,6.5,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.99448117251355,20.465617290283074,18.99448117251355,20.465617290283074,3.0685644322036607,8.678631537293768
101.0,7.3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.26477995298731,16.687954004269965,15.26477995298731,16.687954004269965,2.253814928624616,5.5093883366279774
94.0,5.1,12,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,17.759032249831638,18.939922306151747,17.759032249831638,18.939922306151747,3.725428331861014,7.534762657037537
96.0,6.1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.02598047169963,14.70422493325232,16.02598047169963,14.70422493325232,2.4435636862536176,5.117993812416755
105.0,6.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14.96547512261382,17.49837196490355,14.96547512261382,17.49837196490355,1.3815330440181803,3.4011973816621555
117.0,7.1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16.297206726334224,17.713840256536166,16.297206726334224,17.713840256536166,2.2202898502672155,6.447305862541213
111.0,7.3,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.66175837030467,18.288839362454215,15.66175837030467,18.288839362454215,2.693071917921497,6.799055862058796
117.0,6.5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.232576820175131,9.387481868728596,15.232576820175131,9.387481868728596,2.4861558691884325,5.811140992976701
135.0,7.8,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.328565466009472,19.982155304213773,18.328565466009472,19.982155304213773,3.035914063186823,8.927048647825695
120.0,6.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.026152618236083,19.344466843246146,17.026152618236083,19.344466843246146,2.8722643595537463,8.245121966478605
112.0,6.3,11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.467095091213718,18.552604885640815,15.467095091213718,18.552604885640815,2.4812332444216914,7.272398392570047
131.0,7.4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18.211440110134564,19.80643297564665,18.211440110134564,19.80643297564665,2.588590761064882,7.662937850461535
104.0,7.1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.409835035633991,16.3500508256384,15.409835035633991,16.3500508256384,2.618344288017717,6.602587892189336
