budget,genres,popularity,production_companies,revenue,runtime,title,vote_average,vote_count,release_year,release_month,adj_revenue,adj_budget
35000000,"['Action', 'Adventure', 'Thriller', 'Drama']",13.987,"['SHATTERED PRODUCTIONS', 'Universal Pictures', 'Imperial Entertainment', 'Signature Entertainment']",64350171.0,106.0,Sudden Death,5.9,458.0,1995,10,113256300,61600000
35000000,"['War', 'Drama', 'Romance', 'Action', 'Adventure']",12.74,"['Paramount', 'Miramax', 'Jaffilms Inc.', 'Belhaven Limited', 'Blinding Edge Pictures', 'Dune Films', 'Marty Katz Productions']",29882645.0,132.0,The Four Feathers,6.6,382.0,2002,8,44525141,52150000
47000000,"['Drama', 'Horror', 'Thriller', 'History']",10.307,"['NFH Films', 'TriStar Pictures']",12379402.0,104.0,Mary Reilly,5.9,210.0,1996,2,21168777,80370000
40000000,"['Adventure', 'Drama']",10.283,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",45500797.0,106.0,Medicine Man,5.9,238.0,1992,7,86906522,76400000
15000000,"['Fantasy', 'Horror', 'Drama', 'Thriller']",27.250999999999998,"['Columbia Pictures', 'Sony Pictures', 'Red Wagon Entertainment']",24819936.0,101.0,The Craft,6.6,1171.0,1996,3,42442090,25650000
20000000,"['Horror', 'Science Fiction']",10.864,"['Fuji Eight Company Ltd.', 'Allegro Films', 'Fries Film Group', 'Super Ecran', 'Triumph Films', 'The Movie Network']",5781885.0,108.0,Screamers,6.2,345.0,1995,8,10176117,35200000
30000000,"['Action', 'Adventure']",14.122,"['Universal Pictures', 'Signature Pictures', 'MDP Worldwide', 'Selima Films AVV']",57400547.0,95.0,The Quest,6.1,437.0,1996,4,98154935,51300000
50000000,['Action'],15.927,"['WCG Entertainment Productions', '20th Century Fox', 'The Mark Gordon Company']",150270147.0,108.0,Broken Arrow,6.0,1031.0,1996,9,256961951,85500000
25000000,"['Action', 'Comedy', 'War']",19.369,"['Sidley Wright & Associates', '20th Century Fox']",133752825.0,86.0,Hot Shots! Part Deux,6.5,1264.0,1993,5,248780254,46500000
80000000,"['Action', 'Thriller', 'Crime']",18.419,"['Original Film', 'Camelot Pictures', 'Chris Lee Productions', 'Illusion Entertainment', 'Columbia Pictures']",116643346.0,117.0,S.W.A.T.,6.1,1760.0,2003,8,170299285,116800000
1000000,"['Comedy', 'Drama', 'Romance']",6.684,"['Ang Lee Productions', 'Good Machine']",6933459.0,109.0,The Wedding Banquet,7.1,128.0,1993,4,12896233,1860000
12000000,"['Drama', 'Family']",8.205,['New Line Cinema'],27400000.0,100.0,Now and Then,6.9,293.0,1995,10,48224000,21120000
3000000,"['Thriller', 'Drama']",17.168,['New Line Cinema'],1829804.0,88.0,Poison Ivy,5.4,223.0,1992,8,3494925,5730000
25000000,"['Adventure', 'Romance', 'Drama']",12.402000000000001,"['Shutt/Jones Productions', 'Universal Pictures', 'Imagine Entertainment', 'Mikona Productions GmbH & Co. KG']",51842679.0,104.0,Blue Crush,6.0,391.0,2002,8,77245591,37250000
100000000,"['Action', 'Drama', 'Mystery', 'Thriller']",15.857000000000001,"['Kopelson Entertainment', 'Warner Bros. Pictures']",242295562.0,115.0,Eraser,6.0,1241.0,1996,6,414325411,171000000
475000,"['Drama', 'Mystery']",11.661,"['Focus Features', 'Bergman Lustig Productions']",3919254.0,110.0,Brick,6.9,829.0,2006,3,5212607,631750
30000000,"['Action', 'Crime', 'Science Fiction', 'Thriller']",10.454,['Paramount'],24048000.0,106.0,Virtuosity,5.5,357.0,1995,4,42324480,52800000
17000000,['Thriller'],13.408,['20th Century Fox'],44456478.0,87.0,The Good Son,6.7,650.0,1993,9,82689049,31620000
30000000,"['Crime', 'Comedy', 'Adventure']",20.383,"['Morgan Creek Productions', 'Warner Bros. Pictures']",212385533.0,90.0,Ace Ventura: When Nature Calls,6.3,2955.0,1995,10,373798538,52800000
15000000,"['Horror', 'Science Fiction']",17.602,['Los Hooligans Productions'],40283321.0,104.0,The Faculty,6.4,1267.0,1998,12,66467479,24750000
60000000,"['Comedy', 'Family', 'Adventure']",11.29,['1492 Pictures'],129832389.0,89.0,Jingle All the Way,5.9,1772.0,1996,11,222013385,102600000
16000000,"['Comedy', 'Adventure']",14.877,"['The Montecito Picture Company', 'DreamWorks Pictures']",119754278.0,93.0,Road Trip,6.1,1337.0,2000,5,186816673,24960000
25000000,"['Horror', 'Mystery']",36.248000000000005,"['New Line Cinema', 'Zide-Perry Productions', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', 'Hard Eight Pictures', 'Matinee Pictures', 'Practical Pictures']",118890272.0,93.0,Final Destination 3,6.0,2667.0,2006,9,158124061,33250000
21150000,"['Adventure', 'Comedy']",13.863,"['Bungalow Productions', 'Silver Lion Films', 'Vision View Entertainment']",39438674.0,95.0,Crocodile Dundee in Los Angeles,5.2,410.0,2001,12,59946784,32148000
82000000,"['Comedy', 'Drama']",28.394000000000002,"['Callahan Filmworks', 'Paramount', 'MTV Films', 'Happy Madison Productions', 'Columbia Pictures']",190320568.0,113.0,The Longest Yard,6.6,2337.0,2005,5,260739178,112340000
65000000,"['Action', 'Adventure', 'Comedy']",10.039,"['TriStar Pictures', 'Silver Pictures']",17218080.0,100.0,Hudson Hawk,5.7,643.0,1991,5,33919617,128050000
18000000,"['Comedy', 'Romance']",15.025,"['John US Productions', 'Landscape Entertainment', 'Dune Entertainment', 'Major Studio Partners', '20th Century Fox']",41009669.0,87.0,John Tucker Must Die,6.2,1052.0,2006,7,54542859,23940000
32000000,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",9.562999999999999,['Touchstone Pictures'],152036382.0,123.0,Phenomenon,6.3,775.0,1996,5,259982213,54720000
75000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",42.685,"['ImageMovers', 'Amblin Entertainment']",140175006.0,91.0,Monster House,6.6,2814.0,2006,7,186432757,99750000
7000000,['Comedy'],9.916,"['Universal Pictures', 'WT2 Productions']",25900000.0,85.0,Ali G Indahouse,6.1,942.0,2002,3,38591000,10430000
4000000,"['Drama', 'Fantasy']",9.049,"['Mikado Film', 'Adventure Pictures', 'Lenfilm', 'Rio', 'Sigma Pictures']",5377643.0,90.0,Orlando,7.0,176.0,1992,11,10271298,7640000
4500000,"['Drama', 'Thriller']",9.321,"['Dino De Laurentiis Company', 'Summit Entertainment', 'Newmarket Capital Group']",7011317.0,105.0,Bound,7.0,521.0,1996,9,11989352,7695000
45000000,"['Comedy', 'Fantasy', 'Science Fiction']",9.711,['Columbia Pictures'],21075014.0,117.0,Multiplicity,5.8,370.0,1996,7,36038273,76950000
40000000,"['Fantasy', 'Horror', 'Science Fiction']",10.743,['New Line Cinema'],49627779.0,96.0,The Island of Dr. Moreau,4.7,350.0,1996,8,84863502,68400000
17000000,"['Comedy', 'Drama', 'Family']",10.185,"['Depth of Field', 'Universal Pictures']",7314027.0,107.0,American Dreamz,5.0,220.0,2006,4,9727655,22610000
18000000,"['Action', 'Fantasy']",54.52,"['New Line Cinema', 'Threshold Entertainment']",122195920.0,101.0,Mortal Kombat,5.8,1433.0,1995,8,215064819,31680000
35000000,"['Action', 'Adventure', 'Drama', 'History']",12.706,"['United Artists', 'Metro-Goldwyn-Mayer']",182968902.0,132.0,The Man in the Iron Mask,6.6,2840.0,1998,12,301898688,57750000
55000000,"['Thriller', 'Drama', 'Mystery']",10.744000000000002,"['Touchstone Pictures', 'Imagine Entertainment']",223387299.0,98.0,Flightplan,6.4,1796.0,2005,9,306040599,75350000
1100000,"['Action', 'Thriller']",23.24,"['Baa-Ram-Ewe', 'Sahamongkolfilm']",20112926.0,105.0,Ong Bak: Muay Thai Warrior,7.1,1152.0,2003,1,29364871,1606000
29000000,"['Action', 'Thriller']",12.023,"['Geffen Pictures', 'Silver Pictures', 'Warner Bros. Pictures']",59509925.0,105.0,The Last Boy Scout,6.7,1174.0,1991,11,117234552,57130000
60000000,"['Thriller', 'Science Fiction']",25.011,"['Jerry Weintraub Productions', 'Warner Bros. Pictures']",48585416.0,89.0,The Avengers,4.4,477.0,1998,8,80165936,99000000
8538703,"['Action', 'Thriller']",11.431,"['Gaumont', 'Cecchi Gori Group Tiger Cinematografica', 'Les Films du Loup']",5000000.0,117.0,La Femme Nikita,7.2,1307.0,1990,2,10250000,17504341
54000000,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",13.603,"['Universal Pictures', 'Imagine Entertainment']",128769345.0,95.0,The Nutty Professor,5.6,2183.0,1996,6,220195579,92340000
62000000,"['Action', 'Drama', 'Thriller']",17.368,"['Paramount', 'Mace Neufeld Productions']",215887717.0,141.0,Clear and Present Danger,6.6,962.0,1994,3,390756767,112220000
67000000,"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']",12.194,"['Metropolitan Filmexport', 'New Line Cinema']",47267001.0,101.0,Last Man Standing,6.3,566.0,1996,9,80826571,114570000
60000000,"['Action', 'Fantasy', 'Adventure']",20.109,"['Universal Pictures', 'Alphaville Films', 'Kalima Productions GmbH & Co. KG', 'World Wrestling Entertainment (WWE)']",165333180.0,92.0,The Scorpion King,5.5,2308.0,2002,4,246346438,89400000
32000000,"['Action', 'Thriller', 'Crime']",23.954,"['TPS Star', 'EuropaCorp', 'Current Entertainment', 'Sea Side Films Florida Inc.', '20th Century Fox', 'Canal+', 'TF1 Films Production']",89083229.0,87.0,Transporter 2,6.3,2523.0,2005,2,122044023,43840000
82500000,"['Comedy', 'Drama', 'Fantasy']",21.444000000000003,"['Original Film', 'Revolution Studios', 'Happy Madison Productions', 'Columbia Pictures']",240685326.0,107.0,Click,6.2,5276.0,2006,6,320111483,109725000
60000000,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",16.836,"['Paramount', 'David Foster Productions', 'HorsePower Entertainment', 'Core Productions', 'LivePlanet', 'Munich Film Partners New Century & Company (MFP) Core Productions']",74208267.0,136.0,The Core,5.7,1239.0,2003,3,108344069,87600000
95000000,"['Action', 'Adventure', 'Western']",15.195,"['TriStar Pictures', 'Amblin Entertainment']",250288523.0,136.0,The Mask of Zorro,6.5,2959.0,1998,7,412976062,156750000
1500000,"['Drama', 'Crime']",12.880999999999998,"['Miramax', 'Shining Excalibur Films', 'Independent Pictures', 'Killer Films']",7412216.0,91.0,Kids,6.9,733.0,1995,7,13045500,2640000
35000000,"['Science Fiction', 'Horror', 'Action']",25.39,['Metro-Goldwyn-Mayer'],113374103.0,108.0,Species,5.8,1058.0,1995,7,199538421,61600000
70000000,"['Action', 'Adventure', 'Thriller']",14.12,"['RCS Video', 'Cliffhanger Productions', 'Pioneer', 'Canal+', 'Carolco Pictures', 'TriStar Pictures']",255000211.0,112.0,Cliffhanger,6.4,1566.0,1993,5,474300392,130200000
25000000,['Comedy'],13.14,"['The Montecito Picture Company', 'Blue Sea Productions', 'DreamWorks Pictures']",20796847.0,93.0,EuroTrip,6.5,1756.0,2004,2,29531522,35500000
35000000,"['Comedy', 'Family']",26.961,"['Paramount', 'Nickelodeon Movies', 'Black & White Productions', 'MP Inka']",99255460.0,92.0,Nacho Libre,6.1,1036.0,2006,6,132009761,46550000
12000000,['Thriller'],9.379,"['Fox Searchlight Pictures', 'Catch 23 Entertainment']",52223306.0,96.0,One Hour Photo,6.6,1135.0,2002,8,77812725,17880000
26000000,"['Horror', 'Mystery']",42.755,"['New Line Cinema', 'Zide-Perry Productions']",90941129.0,90.0,Final Destination 2,6.2,2765.0,2003,1,132774048,37960000
75000000,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",15.815,"['Icon Entertainment International', 'Warner Bros. Pictures']",183031272.0,127.0,Maverick,6.8,1058.0,1994,5,331286602,135750000
45000000,"['Adventure', 'Horror', 'Thriller']",23.013,"['St. Tropez Films', 'Cinema Line Film Corporation', 'Iguana Producciones', 'Middle Fork Productions', 'Skylight Cinema Foto Art', 'Columbia Pictures']",136000000.0,89.0,Anaconda,5.1,1722.0,1997,11,227120000,75150000
40000000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",17.711,"['Morgan Creek Productions', '20th Century Fox']",75505856.0,112.0,The Last of the Mohicans,7.4,2062.0,1992,9,144216184,76400000
11000000,"['Horror', 'Comedy', 'Action', 'Adventure', 'Fantasy']",20.227,"['No Frills Film Production', 'Universal Pictures', 'Wilson-Maddock Production']",48572000.0,96.0,Tremors,6.8,2203.0,1990,1,99572599,22549999
5692172,"['Drama', 'Romance']",11.242,"['Ecosse Films', 'UK Film Council', 'Film4 Productions', 'Goldcrest', 'Screen Yorkshire', 'HanWay Films']",1742215.0,124.0,Wuthering Heights,5.9,162.0,2011,9,2073235,6773684
35000000,"['Crime', 'Drama', 'Thriller']",17.521,"['Phoenix Pictures', 'Mark Johnson Productions', 'Baltimore Pictures', 'TriStar Pictures']",124909762.0,127.0,Donnie Brasco,7.5,3075.0,1997,2,208599302,58450000
220000,"['Action', 'Crime', 'Thriller']",10.261,"['Columbia Pictures', 'Los Hooligans Productions']",2040920.0,81.0,El Mariachi,6.7,722.0,1992,4,3898157,420200
65000,"['Documentary', 'Comedy', 'Drama']",10.767999999999999,"['Kathbur Pictures', 'Samuel Goldwyn Films', 'The Con', 'Studio On Hudson']",28575078.0,100.0,Super Size Me,6.7,1185.0,2004,1,40576610,92300
9500000,['Horror'],38.147,"['Focus Features', 'New Line Cinema', 'Next Entertainment', 'Platinum Dunes', 'Chainsaw Productions LLC', 'Radar Pictures']",107071655.0,98.0,The Texas Chainsaw Massacre,6.2,1743.0,2003,5,156324616,13870000
55000000,"['Comedy', 'Fantasy', 'Horror']",16.432000000000002,['Universal Pictures'],149022650.0,104.0,Death Becomes Her,6.7,1744.0,1992,7,284633261,105050000
42000000,"['Horror', 'Thriller']",43.277,"['Dark Castle Entertainment', '13 Ghosts Productions Canada Inc.', 'Columbia Pictures']",68467960.0,91.0,Thir13en Ghosts,6.2,1371.0,2001,10,104071299,63840000
70000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",12.626,"['Babylon', 'MNP Entreprise', 'StudioCanal', 'Babylon Films Limited', 'M6 Films', 'M6', 'Cin??Cin??ma', 'Canal+']",72108608.0,101.0,Babylon A.D.,5.6,1491.0,2008,8,90135760,87500000
21000000,"['Comedy', 'Drama']",10.378,"['Regency Enterprises', 'Alcor Films', 'Hera Productions', 'New Regency Pictures', 'Canal+']",23450000.0,115.0,Boys on the Side,6.3,136.0,1995,3,41272000,36960000
95000000,"['Action', 'Science Fiction', 'Thriller']",25.884,"['Columbia Pictures', 'Red Wagon Entertainment', 'Global Entertainment Productions GmbH & Company Medien KG', 'Sony Pictures']",190213455.0,112.0,Hollow Man,5.9,1722.0,2000,4,296732989,148200000
60000000,"['Comedy', 'Crime']",12.855,"['Dimension Films', 'AR-TL', 'Weed Road Pictures', 'Warner Bros. Pictures', 'Red Hour']",170268750.0,101.0,Starsky & Hutch,5.8,1661.0,2004,5,241781625,85200000
40000000,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",13.880999999999998,"['Castle Rock Entertainment', 'Columbia Pictures', 'Apple / Rose']",176997168.0,128.0,In the Line of Fire,6.9,998.0,1993,8,329214732,74400000
6500000,"['Comedy', 'Drama']",10.76,"['TYFS Productions LLC', 'ContentFilm', 'Major Studio Partners', 'Room 9 Entertainment']",24793509.0,92.0,Thank You for Smoking,7.2,1524.0,2006,3,32975366,8645000
18000000,"['Action', 'Animation', 'Science Fiction']",6.4910000000000005,"['Onyx Films', 'Backup Media', 'CNC', 'Miramax', 'France 2 Cin??ma']",1831348.0,105.0,Renaissance,6.5,165.0,2006,3,2435692,23940000
50000000,"['Comedy', 'Drama', 'Romance']",13.71,"['Gracie Films', 'TriStar Pictures', 'Vinyl Films', 'Sony Pictures']",273552592.0,138.0,Jerry Maguire,6.9,2224.0,1996,12,467774932,85500000
3500000,"['Adventure', 'Horror']",17.719,"['Path??!', 'Celador Films', 'Northmen Productions']",57051053.0,99.0,The Descent,6.9,2593.0,2005,8,78159942,4795000
4500000,['Drama'],7.772,"['Seven Pictures', 'Olga Film GmbH', 'Constantin Film', 'ARD']",3764219.0,117.0,Before the Fall,7.1,192.0,2004,4,5345190,6390000
80000000,"['Comedy', 'Science Fiction']",17.718,"['Columbia Pictures', 'DreamWorks Pictures', 'The Montecito Picture Company']",98376292.0,101.0,Evolution,6.0,1547.0,2001,8,149531963,121600000
28000000,['Comedy'],15.289000000000001,"['Tenth Planet Productions', 'Paramount', 'Village Roadshow Pictures', 'VH1 Television', 'NPV Entertainment', 'Scott Rudin Productions', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'Red Hour']",60780981.0,90.0,Zoolander,6.1,3168.0,2001,9,92387091,42560000
6000000,['Action'],15.764000000000001,"['Universal Pictures', 'Imperial Filmproduktion']",24271196.0,105.0,Lionheart,6.5,641.0,1990,7,49755951,12299999
9000000,"['Crime', 'Drama', 'Thriller']",10.022,['New Line Cinema'],41590886.0,123.0,Set It Off,7.2,215.0,1996,6,71120415,15390000
28000000,"['Comedy', 'Drama']",9.557,"['Rysher Entertainment', 'Paramount']",41230799.0,109.0,Private Parts,6.6,237.0,1997,7,68855434,46760000
22000000,"['Horror', 'Comedy']",16.209,"['Hollywood Pictures', 'Cometstone Pictures']",26570463.0,105.0,An American Werewolf in Paris,5.9,433.0,1997,5,44372673,36740000
48000000,"['Crime', 'Drama', 'Thriller']",12.667,"['Avnet/Kerner Productions', 'Metro-Goldwyn-Mayer']",22420000.0,122.0,Red Corner,6.2,229.0,1997,10,37441400,80160000
85000000,"['Animation', 'Comedy', 'Family']",15.732000000000001,"['Columbia Pictures', 'Sony Pictures Animation', 'Sony Pictures']",149044513.0,85.0,Surf's Up,6.3,1747.0,2007,8,192267421,109650000
25000000,"['Comedy', 'Drama', 'Romance']",9.282,"['20th Century Fox', 'The Linson Company']",55494066.0,111.0,Great Expectations,6.5,367.0,1998,1,91565208,41250000
19000000,"['Comedy', 'Romance']",10.229,"['3 Arts Entertainment', '20th Century Fox']",44332015.0,105.0,Picture Perfect,5.6,273.0,1997,8,74034465,31730000
20000000,"['Comedy', 'Thriller', 'Crime', 'Action']",7.742000000000001,"['Regency Enterprises', 'Polar Productions', 'Warner Bros. Pictures', 'Taurus Film']",13801755.0,97.0,The Man Who Knew Too Little,6.4,315.0,1997,11,23048930,33400000
40000000,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",12.327,"['Kopelson Entertainment', 'Regency Enterprises', '1600 Limited Partnership', 'Warner Bros. Pictures']",25804707.0,107.0,Murder at 1600,6.1,335.0,1997,4,43093860,66800000
12500000,['Comedy'],10.796,"['Gaumont', 'EFVE', 'TPS Cin??ma', 'TF1 Films Production']",78599508.0,80.0,The Dinner Game,7.8,1311.0,1998,4,129689188,20625000
70000000,['Drama'],12.148,"['Touchstone Pictures', 'Paramount', 'Wildwood Enterprises']",56702901.0,115.0,A Civil Action,6.4,277.0,1998,12,93559786,115500000
75000000,"['Horror', 'Action', 'Science Fiction']",18.612000000000002,"['Universal Pictures', 'Mutual Film Company', 'Dark Horse Entertainment', 'Valhalla Motion Pictures', 'Tele M??nchen Fernseh Produktionsgesellschaft (TMG)', 'UGC PH', 'BBC Films', 'Marubeni', 'Toho-Towa']",30700000.0,99.0,Virus,5.3,382.0,1999,1,49427000,120750000
15000000,"['Mystery', 'Horror', 'Science Fiction']",10.890999999999998,"['Village Roadshow Pictures', 'Beacon Communications', 'Hoyts Film Partnership', 'Behavioral Problem Productions Ltd.', 'Metro-Goldwyn-Mayer']",17507368.0,84.0,Disturbing Behavior,5.7,230.0,1998,7,28887157,24750000
75000000,"['Science Fiction', 'Action']",13.797,"['Impact Pictures', 'Jerry Weintraub Productions', 'Morgan Creek Productions', 'Warner Bros. Pictures']",14567883.0,99.0,Soldier,6.3,527.0,1998,10,24037006,123750000
3500000,['Comedy'],8.07,"['Redwave Films', 'Channel Four Films', '20th Century Fox', 'Fox Searchlight Pictures']",257850122.0,91.0,The Full Monty,7.0,1113.0,1997,8,430609703,5845000
21000000,"['Comedy', 'Drama']",14.039000000000001,"['Touchstone Pictures', 'American Empirical Pictures']",71441250.0,110.0,The Royal Tenenbaums,7.5,3224.0,2001,5,108590700,31920000
17000000,"['Comedy', 'Music', 'Romance']",12.536,"['Paramount', 'SNL Studios']",30331165.0,81.0,A Night at the Roxbury,6.5,579.0,1998,1,50046422,28050000
6500000,"['Crime', 'Comedy', 'Thriller']",12.18,['Columbia Pictures'],28451622.0,98.0,Go,6.9,425.0,1999,9,45807111,10465000
15000000,"['Horror', 'Comedy']",55.331,"['Universal Pictures', 'Tales From The Crypt Holdings', 'Universal City Studios']",5600000.0,87.0,Bordello of Blood,6.0,236.0,1996,8,9576000,25650000
27000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",14.48,"['Paramount', 'Rysher Entertainment']",60527873.0,115.0,Kiss the Girls,6.4,1013.0,1997,9,101081547,45090000
30000000,"['Comedy', 'Family']",9.612,['Walt Disney Pictures'],75000000.0,84.0,Mr. Magoo,4.3,258.0,1997,12,125250000,50100000
50000000,"['Drama', 'Romance', 'Comedy']",17.642,"['1492 Pictures', 'Columbia Pictures']",159710793.0,124.0,Stepmom,7.1,983.0,1998,12,263522808,82500000
53000000,"['Animation', 'Family']",53.618,"['Fox Animation Studios', 'Fox Family Films', 'The Big Gun Project', 'Little Wolf Entertainment', '20th Century Fox']",139804348.0,94.0,Anastasia,7.6,4200.0,1997,11,233473261,88510000
32000000,"['Comedy', 'Family']",11.1,"['Walt Disney Pictures', 'TF1 Films Production']",59927618.0,97.0,Jungle 2 Jungle,5.1,317.0,1997,4,100079122,53440000
90000000,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",13.878,"['Kennedy Miller Productions', 'Universal Pictures']",69131860.0,92.0,Babe: Pig in the City,5.5,874.0,1998,11,114067569,148500000
13000000,"['Action', 'Adventure', 'Comedy', 'Thriller']",10.762,['TriStar Pictures'],27007143.0,91.0,The Big Hit,5.8,276.0,1998,4,44561785,21450000
30000000,"['Comedy', 'Drama']",10.821,['20th Century Fox'],29202884.0,108.0,Bulworth,6.3,148.0,1998,5,48184758,49500000
26000000,"['Drama', 'Romance', 'Comedy']",13.555,"['20th Century Fox', 'Fox Family Films']",65705772.0,121.0,EverAfter,7.3,1067.0,1998,7,108414523,42900000
25000000,['Action'],11.759,"['New Line Cinema', 'Illusion Entertainment Group']",15156200.0,110.0,The Corruptor,6.0,151.0,1999,12,24401482,40250000
45000000,"['Adventure', 'Action', 'Horror', 'Science Fiction']",16.37,"['Calimari Productions', 'Hollywood Pictures', 'Cinergi Pictures Entertainment']",11203026.0,106.0,Deep Rising,6.1,415.0,1998,1,18484992,74250000
1500000,"['Drama', 'Romance', 'Comedy']",12.42,"['Muse Productions', 'Cin??pix Film Properties (CFP)', 'Lions Gate Films', 'Gray Daisy Films']",2375097.0,110.0,Buffalo '66,7.2,514.0,1998,1,3918910,2475000
10000000,"['Comedy', 'Drama', 'Thriller']",12.081,"['Moonstone Entertainment', 'Elysian Dreams', 'Kudzu', 'Sandcastle 5 Productions']",10920544.0,118.0,Cookie's Fortune,6.5,109.0,1999,1,17582075,16100000
25000000,['Drama'],10.630999999999998,"['40 Acres and a Mule Filmworks', 'Touchstone Pictures']",21567853.0,136.0,He Got Game,6.8,447.0,1998,1,35586957,41250000
20000000,"['Action', 'Comedy', 'Crime', 'Fantasy']",28.945999999999998,"['Star Overseas', 'China Film Co-Production Corporation']",101434304.0,99.0,Kung Fu Hustle,7.3,1784.0,2004,10,144036711,28400000
120000000,"['Action', 'Adventure', 'Comedy']",25.068,"['Wonderland Sound and Vision', 'Tall Trees Productions', 'Flower Films', 'Columbia Pictures']",259175788.0,106.0,Charlie's Angels: Full Throttle,5.5,2288.0,2003,6,378396650,175200000
20000000,['Comedy'],16.414,"['Mediastream Vierte Film GmbH & Co. Vermarktungs KG', '20th Century Fox', 'Red Hour']",167722310.0,92.0,DodgeBall: A True Underdog Story,6.3,2493.0,2004,6,238165680,28400000
21000000,"['Animation', 'Comedy']",24.666999999999998,"['Comedy Central Films', 'Comedy Partners', 'Comedy Central', 'Paramount', 'Scott Rudin Productions', 'Warner Bros. Pictures']",83137603.0,81.0,"South Park: Bigger, Longer & Uncut",7.2,1878.0,1999,6,133851540,33810000
31000000,['Drama'],12.214,"['Universal Pictures', 'City Light Films']",134095253.0,156.0,Scent of a Woman,7.7,2129.0,1992,12,256121933,59210000
65000000,"['Adventure', 'Drama', 'Romance', 'Action']",17.529,"['Columbia Pictures', 'Escape Artists', 'Finestkind', 'Black and Blu Entertainment']",117487473.0,132.0,A Knight's Tale,6.8,2202.0,2001,11,178580958,98800000
120000000,"['Adventure', 'War', 'History', 'Action']",20.539,"['Jerry Bruckheimer Films', 'World 2000 Entertainment', 'Touchstone Pictures', 'Green Hills Productions']",203567857.0,126.0,King Arthur,6.2,2006.0,2004,7,289066356,170400000
24000000,"['Fantasy', 'Animation', 'Family']",50.083,"['Tim Burton Productions', 'Skellington Productions Inc.', 'Touchstone Pictures', 'Walt Disney Pictures']",75634409.0,76.0,The Nightmare Before Christmas,7.8,6638.0,1993,9,140680000,44640000
78000000,"['Fantasy', 'Action', 'Crime', 'Science Fiction', 'Thriller']",24.656999999999996,"['Marvel Enterprises', 'New Regency Pictures', 'Epsilon Motion Pictures', 'Regency Enterprises', '20th Century Fox']",179179718.0,103.0,Daredevil,5.2,3747.0,2003,2,261602388,113880000
73000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",22.225,"['Universal Pictures', 'Columbia Pictures']",151493655.0,118.0,The Bone Collector,6.8,2358.0,1999,4,243904784,117530000
90000000,['Science Fiction'],19.139,"['Cinergi Pictures Entertainment', 'Hollywood Pictures']",113493481.0,96.0,Judge Dredd,5.6,1658.0,1995,6,199748526,158400000
40000000,"['Adventure', 'Action', 'Comedy']",17.456,"['Universal Pictures', 'StudioCanal']",160583018.0,88.0,Johnny English,6.2,2483.0,2003,3,234451206,58400000
120000000,"['Adventure', 'Animation', 'Comedy', 'Family']",62.269,"['Pixar', 'Walt Disney Pictures']",363258859.0,95.0,A Bug's Life,6.9,6857.0,1998,11,599377117,198000000
38000000,"['Action', 'Adventure', 'Family', 'Comedy']",58.65,['Dimension Films'],119723358.0,100.0,Spy Kids 2: The Island of Lost Dreams,5.6,1588.0,2002,7,178387803,56620000
65000000,"['Comedy', 'Romance']",10.498,['Warner Bros. Pictures'],250821495.0,119.0,You've Got Mail,6.6,2330.0,1998,2,413855466,107250000
8000000,"['Comedy', 'Crime']",12.662,"['Universal Pictures', 'Robert Simonds Productions']",17460020.0,82.0,Half Baked,6.4,361.0,1998,1,28809033,13200000
15000000,"['Fantasy', 'Action', 'Thriller']",22.5,"['Dimension Films', 'Miramax', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",94000000.0,102.0,The Crow,7.5,2618.0,1994,11,170140000,27150000
130000000,"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']",74.181,"['DreamWorks Animation', 'CJ Entertainment']",631744560.0,90.0,Kung Fu Panda,7.1,8298.0,2008,4,789680700,162500000
12500000,"['Crime', 'Drama', 'Mystery']",8.195,"['Zupnik Cinema Group II', 'New Line Cinema', 'GGR']",10725228.0,100.0,Glengarry Glen Ross,7.4,810.0,1992,9,20485185,23875000
75000000,['Comedy'],16.55,"['Columbia Pictures', 'Revolution Studios', 'Happy Madison Productions']",195745823.0,106.0,Anger Management,6.1,2259.0,2003,11,285788901,109500000
70000000,"['Action', 'Drama', 'Thriller']",27.618000000000002,"['Fox 2000 Pictures', 'Regency Enterprises', 'New Regency Pictures', 'Scott Free Productions', 'Epsilon Motion Pictures']",130293714.0,146.0,Man on Fire,7.4,3490.0,2004,4,185017073,99400000
