budget,genres,popularity,production_companies,revenue,runtime,title,vote_average,vote_count,release_year,release_month,adj_revenue,adj_budget
80000000,"['Science Fiction', 'Mystery', 'Thriller']",12.466,"['Warner Bros. Pictures', 'Punch Productions', 'Baltimore Pictures', 'Constant c Productions']",37020277.0,134.0,Sphere,6.1,1121.0,1998,2,61083457,132000000
20000000,['Drama'],27.429000000000002,"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",23875127.0,119.0,American History X,8.4,8521.0,1998,10,39393959,33000000
12000000,"['Drama', 'Crime']",12.341,"['Miramax', 'Spanky Pictures']",22921898.0,121.0,Rounders,7.0,1194.0,1998,11,37821131,19800000
70000000,"['Thriller', 'Crime', 'Action']",12.095999999999998,"['UGC PH', 'Marubeni', 'Mutual Film Company', 'Paramount', 'PolyGram Filmed Entertainment', 'Stargate Studios', 'Tele M??nchen Fernseh Produktionsgesellschaft (TMG)', 'Toho-Towa', 'BBC']",19870567.0,97.0,Hard Rain,5.8,473.0,1998,1,32786435,115500000
30000000,"['Action', 'Drama', 'Crime', 'Thriller', 'Mystery']",10.53,"['Columbia Pictures', 'Brillstein-Grey Entertainment', 'WCG Entertainment Productions', 'Sony Pictures']",19204929.0,87.0,The Replacement Killers,6.0,278.0,1998,6,31688132,49500000
35000000,"['Science Fiction', 'Action', 'Horror']",22.941,"['Metro-Goldwyn-Mayer', 'FGM Entertainment']",19165560.0,93.0,Species II,5.1,435.0,1998,10,31623174,57750000
20000000,"['Comedy', 'Drama', 'Family']",7.871,"['Hollywood Pictures', 'Caravan Pictures']",18253415.0,114.0,Simon Birch,6.6,136.0,1998,11,30118134,33000000
9000000,"['Comedy', 'Drama']",10.612,"['Touchstone Pictures', 'American Empirical Pictures']",17096053.0,93.0,Rushmore,7.4,1723.0,1998,11,28208487,14850000
30000000,"['Crime', 'Thriller']",7.919,"['BBC', 'Paramount']",16316273.0,121.0,A Simple Plan,7.1,535.0,1998,11,26921850,49500000
153000,"['Drama', 'Romance']",8.258,['Dharma Productions'],15306000.0,185.0,Kuch Kuch Hota Hai,7.7,259.0,1998,10,25254900,252450
28000000,"['Music', 'Action', 'Comedy', 'Crime']",10.286,['Universal Pictures'],14051384.0,123.0,Blues Brothers 2000,5.4,455.0,1998,5,23184783,46200000
10000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",8.066,"['Sweetland Films', 'Jean Doumanian Productions', 'Magnolia Films', 'Jasmine Productions Inc.']",13835130.0,110.0,The Spanish Prisoner,6.9,169.0,1998,7,22827964,16500000
510000,"['Romance', 'Thriller']",0.838,[],13000000.0,148.0,A,7.7,9.0,1998,12,21450000,841500
5200000,"['Drama', 'Romance']",4.128,"['RGV Film Factory', 'Madras Talkies']",13000000.0,163.0,Dil Se..,6.6,91.0,1998,8,21450000,8580000
12000000,"['Comedy', 'Drama', 'Romance']",5.745,"['New Line Cinema', 'Jersey Films']",12902790.0,100.0,Living Out Loud,6.2,26.0,1998,10,21289603,19800000
15000000,"['Drama', 'Comedy', 'Romance']",9.843,"['Baltimore Pictures', 'Kasdan Pictures', 'Warner Bros. Pictures']",10443316.0,93.0,Home Fries,5.1,70.0,1998,11,17231471,24750000
11000000,"['Comedy', 'Family']",11.075,"['Alliance Atlantis Communications', 'Dimension Films', 'The Canadian Film or Video Production Tax Credit (CPTC)', 'Keystone Entertainment']",10224116.0,90.0,Air Bud: Golden Receiver,4.9,116.0,1998,8,16869791,18150000
6200000,"['Drama', 'Action']",1.232,[],10000000.0,166.0,Barood,5.0,1.0,1998,7,16500000,10230000
4500000,"['Action', 'Comedy']",5.432,['Dharma Productions'],10000000.0,165.0,Duplicate,6.0,49.0,1998,8,16500000,7425000
3500000,['Comedy'],5.4079999999999995,['Artisan Entertainment'],9247881.0,90.0,Ringmaster,4.3,32.0,1998,11,15259003,5775000
13000000,"['Comedy', 'Romance']",5.61,"['New Line Cinema', 'New Deal Productions', 'Gotham Entertainment Group']",8026971.0,84.0,Woo,4.9,24.0,1998,8,13244502,21450000
6000000,"['Drama', 'Mystery', 'Thriller']",9.818,"['JVC', 'Kingsgate Films', 'Largo Entertainment']",6330054.0,114.0,Affliction,6.4,147.0,1998,12,10444589,9900000
5000000,"['Drama', 'Comedy']",7.835,"['Propaganda Films', 'PolyGram Filmed Entertainment']",4710749.0,100.0,Your Friends & Neighbors,6.3,52.0,1998,4,7772735,8250000
24000000,"['Comedy', 'Family']",9.982999999999999,"['Walt Disney Pictures', 'DiC Entertainment', 'Peak Productions']",4562146.0,93.0,Meet the Deedles,4.4,55.0,1998,3,7527540,39600000
2020000,"['Comedy', 'Fantasy']",3.262,"['Sociedad General de Televisi??n (Sogetel)', 'Pel??culas Pendelton']",4374994.0,104.0,The Miracle of P. Tinto,6.6,58.0,1998,12,7218740,3333000
600000,['Comedy'],0.774,['JSP Films'],4100000.0,98.0,Money No Enough,5.0,1.0,1998,7,6765000,990000
130000000,"['Family', 'Adventure', 'Animation', 'Drama']",48.683,"['Walt Disney Animation Studios', 'Walt Disney Pictures', 'Edgar Rice Burroughs Inc.']",448191819.0,88.0,Tarzan,7.4,5029.0,1999,6,721588828,209300000
135000000,"['Adventure', 'Action', 'Thriller']",17.881,"['Eon Productions', 'Metro-Goldwyn-Mayer', 'Danjaq']",361832400.0,128.0,The World Is Not Enough,6.2,2009.0,1999,11,582550164,217350000
15000000,['Drama'],28.109,"['Jinks/Cohen Company', 'DreamWorks Pictures']",356296601.0,122.0,American Beauty,8.0,9151.0,1999,9,573637527,24150000
133000000,"['Family', 'Animation', 'Fantasy', 'Comedy']",38.766999999999996,"['Global Medien KG', 'Franklin/Waterman Productions', 'Columbia Pictures', 'Sony Pictures']",300135367.0,84.0,Stuart Little,6.0,3196.0,1999,12,483217940,214130000
70000000,['Thriller'],10.571,['Paramount'],177841558.0,105.0,Double Jeopardy,6.4,824.0,1999,9,286324908,112700000
30000000,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",21.53,"['4Kids Entertainment', 'GAME FREAK', 'JR Kikaku', ""Kids' WB"", 'Nintendo', 'OLM', ""Pikachu Project '99"", 'Pikachu Project', 'Shogakukan', 'Shogakukan-Shueisha Productions', 'TV Tokyo', 'Tomy', 'Warner Bros. Family Entertainment']",163649270.0,84.0,Pok??mon: The Movie 2000,6.6,593.0,1999,7,263475324,48300000
80000000,"['Romance', 'Drama']",12.44,"['Tiger Productions', 'Bel Air Entertainment', 'Di Novi Pictures']",118880016.0,131.0,Message in a Bottle,6.2,545.0,1999,2,191396825,128800000
65000000,"['Action', 'Comedy', 'Crime']",18.155,['Columbia Pictures'],117758500.0,93.0,Blue Streak,6.4,1021.0,1999,9,189591185,104650000
10000000,"['Comedy', 'Romance']",15.36,"['Tapestry Films', 'Miramax', 'FilmColony']",103166989.0,95.0,She's All That,6.2,1424.0,1999,1,166098852,16100000
55000000,['Comedy'],10.837,['Universal Pictures'],98625775.0,97.0,Bowfinger,6.1,578.0,1999,12,158787497,88550000
80000000,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",19.784000000000002,"['DreamWorks Pictures', 'Roth-Arnold Productions']",91188905.0,113.0,The Haunting,5.4,946.0,1999,7,146814137,128800000
80000000,"['Animation', 'Family', 'Music']",11.745,['Walt Disney Pictures'],90874570.0,74.0,Fantasia 2000,7.1,906.0,1999,12,146308057,128800000
25000000,"['Romance', 'Comedy', 'Drama']",9.657,"['Fox 2000 Pictures', 'Bushwood Pictures', 'Flower Films', 'Never Been Kissed Productions', '20th Century Fox']",84565230.0,107.0,Never Been Kissed,6.2,1106.0,1999,9,136150020,40250000
64000000,"['Drama', 'Romance']",11.23,['Columbia Pictures'],74608570.0,133.0,Random Hearts,5.3,207.0,1999,8,120119797,103040000
50000000,['Drama'],10.147,"['Universal Pictures', 'Azoff Entertainment', 'Beacon Communications', 'Beacon Pictures']",73956241.0,146.0,The Hurricane,7.4,980.0,1999,9,119069548,80500000
8272296,"['Comedy', 'Drama']",11.890999999999998,"['Renn Productions', 'France 2 Cin??ma', 'El Deseo']",67872296.0,101.0,All About My Mother,7.7,1207.0,1999,4,109274396,13318396
17000000,['Comedy'],22.956999999999997,"['Happy Madison Productions', 'Quinta Communications', 'Touchstone Pictures']",65535067.0,88.0,Deuce Bigalow: Male Gigolo,5.9,961.0,1999,10,105511457,27370000
50000000,"['Comedy', 'Drama', 'Romance']",10.787,"['Universal Pictures', 'Castle Rock Entertainment']",58900031.0,95.0,The Story of Us,6.1,206.0,1999,10,94829049,80500000
29000000,"['Horror', 'Thriller']",17.724,"['FGM Entertainment', 'Metro-Goldwyn-Mayer']",50041732.0,103.0,Stigmata,6.2,720.0,1999,10,80567188,46690000
50000000,"['Drama', 'Romance']",9.495,"['Universal Pictures', 'Beacon Pictures']",46112640.0,137.0,For Love of the Game,6.6,269.0,1999,9,74241350,80500000
37000000,"['Horror', 'Mystery', 'Thriller']",12.048,"['Dark Castle Entertainment', 'Warner Bros. Pictures']",40846082.0,93.0,House on Haunted Hill,5.5,570.0,1999,10,65762192,59570000
35000000,"['Science Fiction', 'Drama', 'Romance', 'Comedy']",11.74,"['Midnight Sun Pictures', 'New Line Cinema', 'Forge']",40263020.0,112.0,Blast from the Past,6.6,649.0,1999,12,64823462,56350000
12000000,"['Science Fiction', 'Comedy', 'Family']",11.485999999999999,"['Crystal Sky Worldwide', 'Triumph', 'TriStar Pictures']",36450736.0,97.0,Baby Geniuses,3.9,245.0,1999,12,58685684,19320000
25000000,"['Drama', 'Family']",11.329,['Universal Pictures'],34698685.0,108.0,October Sky,7.6,783.0,1999,2,55864882,40250000
3800000,"['Drama', 'Comedy']",8.693999999999999,"['Assassin Films', 'Film4 Productions', 'BBC']",28200000.0,97.0,East Is East,6.6,147.0,1999,5,45402000,6118000
38000000,"['Drama', 'Mystery']",8.58,"['Mandalay Entertainment', 'Columbia Pictures', 'Via Rosa Productions']",28121100.0,106.0,The Deep End of the Ocean,6.4,196.0,1999,12,45274971,61180000
8300000,"['Adventure', 'Horror', 'Action', 'Science Fiction']",12.297,"['Toho Pictures, Inc.']",25037390.0,107.0,Godzilla 2000: Millennium,7.0,172.0,1999,11,40310197,13363000
70000000,"['Animation', 'Family', 'Adventure', 'Action', 'Science Fiction', 'Comedy']",46.703,"['Warner Bros. Pictures', 'Warner Bros. Animation']",23159305.0,86.0,The Iron Giant,7.9,3974.0,1999,6,37286481,112700000
7400000,['Thriller'],1.9380000000000002,['S Pictures'],22000000.0,169.0,Mudhalvan,6.9,22.0,1999,7,35420000,11914000
12000000,['Horror'],9.536,['Artisan Entertainment'],21133087.0,99.0,Stir of Echoes,6.7,816.0,1999,10,34024270,19320000
12000000,"['Comedy', 'Drama', 'War']",7.439,"['Cattleya', 'Cineritmo', 'Film and General Productions', 'Medusa Produzione']",21001563.0,117.0,Tea with Mussolini,6.4,96.0,1999,3,33812516,19320000
22000000,"['Thriller', 'Drama', 'Crime', 'Romance']",8.767999999999999,"['40 Acres and a Mule Filmworks', 'Touchstone Pictures']",19288130.0,142.0,Summer of Sam,6.5,290.0,1999,2,31053889,35420000
23000000,"['Drama', 'Comedy', 'Romance']",8.517000000000001,"['Fox 2000 Pictures', '20th Century Fox']",18653615.0,114.0,Anywhere But Here,6.1,176.0,1999,12,30032320,37030000
14000000,"['Drama', 'Comedy', 'Romance']",8.885,"['Miramax', 'Pyramide Productions']",18535191.0,97.0,An Ideal Husband,6.4,131.0,1999,4,29841657,22540000
340000,"['Thriller', 'Romance']",1.771,[],17000000.0,138.0,Upendra,7.9,10.0,1999,1,27370000,547400
24000000,"['Family', 'Science Fiction', 'Fantasy', 'Comedy']",11.994000000000002,"['The Jim Henson Company', 'Columbia Pictures', 'Jim Henson Pictures', 'Sony Pictures']",16290976.0,87.0,Muppets from Space,6.1,217.0,1999,7,26228471,38640000
6000000,"['Fantasy', 'Horror', 'Science Fiction', 'Action']",6.027,"['Daiei Motion Picture Co., Ltd.']",15000000.0,108.0,Gamera 3: Revenge of Iris,8.0,70.0,1999,6,24150000,9660000
27000000,['Drama'],9.211,"['Craven-Maddalena Films', 'Miramax']",14859394.0,124.0,Music of the Heart,6.8,142.0,1999,10,23923624,43470000
7000000,"['Drama', 'Action', 'Thriller', 'Crime']",7.32,"['Dimension Films', 'Suntaur Entertainment Company', 'Miramax']",14011454.0,95.0,In Too Deep,6.8,58.0,1999,8,22558440,11270000
50000000,['Drama'],10.072000000000001,"['Universal Pictures', 'Paramount']",13042112.0,145.0,Angela's Ashes,7.2,187.0,1999,12,20997800,80500000
30000000,['Thriller'],8.722000000000001,"['Amblin Entertainment', 'DreamWorks Pictures']",12017369.0,100.0,In Dreams,5.4,115.0,1999,1,19347964,48300000
25000000,"['Animation', 'Drama', 'Family']",7.1,"['Rankin/Bass Productions', 'NEST Family Entertainment', 'Rich Animation Studios', 'Morgan Creek Productions', 'Warner Bros. Pictures']",12000000.0,87.0,The King and I,5.4,72.0,1999,3,19320000,40250000
23000000,['Drama'],8.699,['Columbia Pictures'],10827816.0,102.0,The End of the Affair,6.8,164.0,1999,3,17432783,37030000
45000000,"['Action', 'Science Fiction']",12.790999999999999,"['TriStar Pictures', 'Baumgarten-Prophet Entertainment']",10667893.0,82.0,Universal Soldier: The Return,5.2,452.0,1999,5,17175307,72450000
10000000,['Comedy'],9.61,"['New Line Cinema', 'Capella International', 'KC Medien AG']",10571408.0,98.0,Drop Dead Gorgeous,6.5,217.0,1999,7,17019966,16100000
5000000,"['Western', 'Horror', 'Thriller']",11.363,"['Dimension Films', 'A Band Apart', 'Los Hooligans Productions']",9617000.0,94.0,From Dusk Till Dawn 3: The Hangman's Daughter,4.7,213.0,1999,10,15483370,8050000
8500000,"['Action', 'Drama']",3.7910000000000004,['Cinematt Pictures Pvt Ltd'],9100000.0,174.0,Sarfarosh,7.1,64.0,1999,4,14651000,13685000
1700000,"['Thriller', 'Horror', 'Comedy']",1.6580000000000001,[],9037000.0,93.0,Tequila Body Shots,3.8,5.0,1999,7,14549570,2737000
13000000,"['Comedy', 'Crime']",8.825,"['Dimension Films', 'Konrad Pictures', 'Interscope Communications']",8946237.0,96.0,Teaching Mrs. Tingle,5.5,240.0,1999,11,14403441,20930000
24000000,['Comedy'],9.562000000000001,['Touchstone Pictures'],8434146.0,124.0,Play It to the Bone,5.7,103.0,1999,12,13578975,38640000
33000000,"['Comedy', 'Drama']",13.512,"['Taurus Film', '3 Miles Apart Productions Ltd.', 'Dogstar Films', 'Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company']",8408835.0,124.0,Pushing Tin,5.9,274.0,1999,4,13538224,53130000
11500000,"['Drama', 'Romance']",2.7769999999999997,"['UGC YM', 'France 3 Cin??ma', 'NTV-Profit']",6032000.0,121.0,East/West,7.1,37.0,1999,1,9711520,18515000
3000000,['Drama'],6.803999999999999,"['TVG', 'Canal+ Espa??a', 'Las Producciones del Escorpi??n S.L.', 'Sociedad General de Televisi??n (Sogetel)', 'TVE']",6000000.0,96.0,Butterfly,7.2,148.0,1999,9,9660000,4830000
10000000,['Drama'],8.163,"['Bigel / Mailer Films', 'Palm Pictures']",5241315.0,98.0,Black and White,5.0,42.0,1999,4,8438517,16100000
103000000,"['Action', 'Drama', 'Adventure']",38.527,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz', 'DreamWorks Pictures']",465361176.0,155.0,Gladiator,8.2,13440.0,2000,1,725963434,160680000
127500000,"['Animation', 'Family']",60.84,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",354248063.0,82.0,Dinosaur,6.5,1754.0,2000,5,552626978,198900000
21000000,"['Drama', 'History', 'Music']",2.736,"['K-Star', 'France 2 Cin??ma', 'Canal+']",320300000.0,115.0,The King Is Dancing,6.6,28.0,2000,6,499668000,32760000
75000000,"['Adventure', 'Action', 'Science Fiction']",1.5390000000000001,"['Marvel Enterprises', ""The Donners' Company"", 'Bad Hat Harry Productions', 'Springwood Productions', 'Genetics Productions', '20th Century Fox']",296339527.0,104.0,X-Men,7.0,8686.0,2000,7,462289662,117000000
75000000,"['Action', 'Thriller', 'Drama', 'Adventure']",15.83,"['Global Entertainment Productions GmbH & Company Medien KG', 'Columbia Pictures']",215663859.0,124.0,Vertical Limit,5.9,689.0,2000,8,336435620,117000000
85000000,"['Comedy', 'Family']",15.636,"['Walt Disney Pictures', 'Cruella Productions']",183611771.0,100.0,102 Dalmatians,5.5,1000.0,2000,7,286434362,132600000
100000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",49.905,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",169327687.0,78.0,The Emperor's New Groove,7.5,4872.0,2000,12,264151191,156000000
30000000,['Drama'],17.245,"['Jerry Bruckheimer Films', 'Run It Up Productions Inc.', 'Technical Black', 'Walt Disney Pictures']",136706683.0,113.0,Remember the Titans,7.6,1864.0,2000,9,213262425,46800000
84000000,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",14.289000000000001,"['Universal Pictures', 'Imagine Entertainment']",123307945.0,106.0,Nutty Professor II: The Klumps,5.0,954.0,2000,7,192360394,131040000
5000000,"['Drama', 'Comedy', 'Music']",11.85,"['StudioCanal', 'BBC Films', 'Tiger Aspect Productions', 'Arts Council of England', 'Working Title Films', 'WT2 Productions']",109280263.0,110.0,Billy Elliot,7.6,2871.0,2000,5,170477210,7800000
95000000,"['Family', 'Adventure', 'Animation', 'Comedy', 'Action']",42.839,"['DreamWorks Animation', 'DreamWorks Pictures']",76432727.0,89.0,The Road to El Dorado,7.2,2760.0,2000,3,119235054,148200000
60000000,"['Action', 'Adventure', 'Drama', 'History', 'War']",9.751,"['Munich Film Partners & Company (MFP) ROE Production', 'Paramount', 'Seven Arts Pictures']",71000000.0,128.0,Rules of Engagement,6.2,461.0,2000,7,110760000,93600000
16000000,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']",15.94,"['4 Kids Entertainment', ""Kids' WB"", 'Nintendo', 'OLM', 'Pikachu Project 2001', 'Pikachu Project', 'Shoakuken', 'TV Tokyo']",68411275.0,93.0,Pok??mon 3: The Movie - Spell of the Unown,6.4,435.0,2000,8,106721589,24960000
31000000,"['Science Fiction', 'Thriller']",19.065,['New Line Cinema'],68106245.0,118.0,Frequency,7.2,1147.0,2000,4,106245742,48360000
11000000,['Comedy'],13.975999999999999,['New Line Cinema'],59827328.0,98.0,Next Friday,6.4,374.0,2000,12,93330631,17160000
40000000,['Drama'],15.812999999999999,"['Bel Air Entertainment', 'Warner Bros. Pictures', 'Tapestry Films']",55707411.0,122.0,Pay It Forward,7.3,1248.0,2000,10,86903561,62400000
60000000,"['Drama', 'Comedy']",12.026,"['Nora Ephron Productions', 'Global Entertainment Productions GmbH & Company Medien KG', 'Laurence Mark Productions', 'Columbia Pictures']",51880044.0,94.0,Hanging Up,5.2,116.0,2000,2,80932868,93600000
50000000,['Comedy'],13.017000000000001,"['Warner Bros. Pictures', 'Bel Air Entertainment', 'Dylan Sellers Productions']",50054511.0,118.0,The Replacements,6.6,626.0,2000,11,78085037,78000000
82343495,['Drama'],20.927,['Fox 2000 Pictures'],48814909.0,129.0,Men of Honor,7.4,1495.0,2000,9,76151258,128455852
28000000,"['Thriller', 'Horror']",18.500999999999998,"['Wes Craven Films', 'Dimension Films', 'Neo Art & Logic']",47053625.0,99.0,Dracula 2000,5.0,428.0,2000,12,73403655,43680000
12800000,"['Drama', 'Crime']",13.78,"['Lantia Cinema & Audiovisivi', 'Fine Line Features', 'Zentropa Entertainments', 'Danmarks Radio (DR)', 'SVT Drama', 'ARTE', 'Memfis Film', 'France 3 Cin??ma', 'Angel films', 'Constantin Film', 'YLE', 'Blind Spot Pictures', 'VPRO', 'Liberator Productions', '??slenska kvikmyndasamsteypan', 'Pain Unlimited GmbH Filmproduktion', 'Trust Film Svenska', 'Cinematograph A/S', 'What Else? B.V', 'Filmek A/S', 'Film4 Productions', 'Canal+', 'ARTE France Cin??ma', 'Film i V??st', 'TV 1000 Sverige', 'WDR']",40031879.0,141.0,Dancer in the Dark,7.9,1191.0,2000,5,62449731,19968000
9000000,"['Mystery', 'Thriller']",23.026,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']",39723096.0,113.0,Memento,8.2,10852.0,2000,11,61968029,14040000
14000000,"['Horror', 'Mystery', 'Thriller']",16.532,"['Original Film', 'Phoenix Pictures', 'Canal+ Droits Audiovisuels']",38574362.0,97.0,Urban Legends: Final Cut,4.7,304.0,2000,9,60176004,21840000
13000000,"['Comedy', 'Documentary']",6.516,"['40 Acres and a Mule Filmworks', 'Latham Entertainment', 'MTV Films', 'Paramount']",38251106.0,115.0,The Original Kings of Comedy,6.4,41.0,2000,8,59671725,20280000
35000000,"['Drama', 'Romance']",11.417,['Miramax'],36779296.0,106.0,Bounce,5.7,295.0,2000,11,57375701,54600000
15000000,"['Crime', 'Drama', 'Thriller']",13.798,"['Universal Pictures', 'Original Film', 'Newmarket Capital Group', 'Cranium Films']",35007180.0,106.0,The Skulls,5.6,375.0,2000,3,54611200,23400000
80000000,['Thriller'],12.11,"['New Line Cinema', 'Tig Productions']",34566746.0,145.0,Thirteen Days,7.0,473.0,2000,12,53924123,124800000
15000000,"['Comedy', 'Drama', 'Romance']",11.242,"['Wind Dancer Films', '20th Century Fox']",33771174.0,120.0,Where the Heart Is,7.1,483.0,2000,4,52683031,23400000
50000000,"['Horror', 'Thriller']",11.956,['New Line Cinema'],31355910.0,97.0,Lost Souls,4.9,109.0,2000,10,48915219,78000000
40000000,"['Crime', 'Action', 'Adventure']",11.288,"['Amen Ra Films', 'Franchise Pictures', 'Morgan Creek Productions', 'Warner Bros. Pictures']",30199105.0,117.0,The Art of War,5.8,333.0,2000,8,47110603,62400000
35000000,"['Family', 'Adventure', 'Comedy', 'Fantasy']",19.315,['New Line Cinema'],27965865.0,95.0,The Little Vampire,6.6,281.0,2000,10,43626749,54600000
23000000,"['Comedy', 'Drama', 'Romance']",11.138,"['Artisan Entertainment', 'Sandcastle 5 Productions']",22844291.0,121.0,Dr. T & the Women,4.9,223.0,2000,9,35637093,35880000
2000000,"['Drama', 'Thriller']",19.482,"['Altavista Films', 'Zeta Film (MX)']",20908467.0,154.0,Amores Perros,7.6,1654.0,2000,6,32617208,3120000
16000000,"['Comedy', 'Drama', 'Romance']",10.362,"['Dimension Films', 'Punch 21 Productions']",20627372.0,94.0,Boys and Girls,6.0,297.0,2000,6,32178700,24960000
63600000,"['Action', 'Drama', 'Thriller', 'Crime']",10.662,"['Morgan Creek Productions', 'The Canton Company', 'Franchise Pictures', 'Warner Bros. Pictures', 'Epsilon Motion Pictures']",19412993.0,102.0,Get Carter,5.1,367.0,2000,6,30284269,99216000
18000000,"['Drama', 'Music']",12.159,['Columbia Pictures'],17200925.0,115.0,Center Stage,7.0,252.0,2000,12,26833443,28080000
5500000,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",14.433,"['Saban Entertainment', 'Toei Company', 'Fox Family Films', 'Fox Kids Europe Properties', 'Fox Kids International Programming', 'Fox Kids Network', 'Toei Animation']",16600000.0,82.0,Digimon: The Movie,6.6,204.0,2000,4,25896000,8580000
25000000,"['Action', 'Fantasy']",14.520999999999999,"['Davis-Panzer Productions', 'Dimension Films']",15843608.0,87.0,Highlander: Endgame,4.8,260.0,2000,1,24716028,39000000
16000000,"['Comedy', 'Crime', 'Mystery']",8.613,"['Neverland Films', 'Code Entertainment']",15427192.0,96.0,Drowning Mona,5.5,106.0,2000,3,24066419,24960000
35000000,"['Drama', 'Adventure', 'Fantasy']",12.629000000000001,"['New Line Cinema', 'Silver Pictures', 'Sweetpea Entertainment', 'Behaviour Worldwide', 'MDP Worldwide', 'Stillking Films']",15185241.0,107.0,Dungeons & Dragons,4.2,403.0,2000,8,23688975,54600000
6900000,"['Romance', 'Drama']",4.579,['United Seven Combines'],15000000.0,157.0,Josh,5.7,45.0,2000,9,23400000,10764000
90000000,"['Horror', 'Science Fiction', 'Thriller']",11.713,"['Hammerhead Productions', 'Screenland Pictures', 'United Artists', 'Metro-Goldwyn-Mayer']",14828081.0,91.0,Supernova,5.0,237.0,2000,1,23131806,140400000
34000000,"['Romance', 'Drama', 'Adventure']",7.895,['Columbia Pictures'],14400327.0,114.0,I Dreamed of Africa,5.8,50.0,2000,5,22464510,53040000
24000000,"['Action', 'Comedy']",8.404,"['Bel Air Entertainment', 'Warner Bros. Pictures']",12372410.0,107.0,Ready to Rumble,5.1,115.0,2000,7,19300959,37440000
8300000,"['Action', 'Science Fiction']",9.152999999999999,"['Toho Pictures, Inc.']",11068800.0,105.0,Godzilla vs. Megaguirus: The G Extermination Strategy,6.8,111.0,2000,3,17267328,12948000
15000000,"['Romance', 'Drama']",10.515,"['Friendly Productions', 'Fox 2000 Pictures']",10873148.0,96.0,Here on Earth,5.5,108.0,2000,3,16962110,23400000
2300000,"['Romance', 'Action', 'Drama']",0.8640000000000001,['RGV Film Factory'],10000000.0,162.0,Jungle,5.8,5.0,2000,7,15600000,3588000
6000000,"['Action', 'Comedy', 'Romance']",7.532,[],9000000.0,82.0,3 Strikes,5.5,34.0,2000,1,14040000,9360000
8000000,"['Drama', 'Horror']",8.517000000000001,"['BBC Films', 'Saturn Films', 'Long Shot Pictures', 'Pilgrim Films']",8279017.0,92.0,Shadow of the Vampire,6.7,365.0,2000,5,12915266,12480000
13500000,['Drama'],12.529000000000002,"['Charenton Productions', 'Fox Searchlight Pictures', 'Industry Entertainment', 'Walrus & Associates', 'Hollywood Partners']",7060876.0,124.0,Quills,7.2,429.0,2000,11,11014966,21060000
2000000,"['Romance', 'Drama']",2.427,['Madras Talkies'],6000000.0,156.0,Alaipayuthey,7.0,23.0,2000,4,9360000,3120000
15000000,"['Romance', 'Drama']",7.751,"['TF1 International', 'Merchant Ivory Productions']",5753678.0,130.0,The Golden Bowl,6.1,41.0,2000,5,8975737,23400000
15000000,"['Drama', 'Mystery', 'Thriller']",7.805,['Morgan Creek Productions'],5217498.0,105.0,The In Crowd,4.9,32.0,2000,7,8139296,23400000
10000000,"['Drama', 'Romance']",7.337000000000001,"['Granada Film Productions', 'Arts Council of England', 'Diaphana Films', 'The Glasgow Film Fund', 'National Lottery', 'Showtime Networks', 'Film4 Productions', 'Three Rivers Production', 'Progres Film Distribution', 'Kinowelt Median', 'The Scottish Arts Council']",5164404.0,140.0,The House of Mirth,6.5,53.0,2000,9,8056470,15600000
2000000,"['Drama', 'Romance']",6.952000000000001,"['Front Street Pictures', 'Hearst Entertainment Productions', 'Lee Rose Productions', 'Pacific Motion Pictures Corporation', 'StudioCanal']",5000000.0,91.0,Navigating the Heart,5.5,4.0,2000,2,7800000,3120000
3900000,"['History', 'Drama', 'Crime']",1.669,['Raajkamal Films International'],4900000.0,199.0,Hey Ram,6.4,27.0,2000,2,7644000,6084000
120000000,"['Animation', 'Family', 'Adventure', 'Science Fiction']",24.096999999999998,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",186053725.0,95.0,Atlantis: The Lost Empire,6.9,3497.0,2001,2,282801662,182400000
70000000,"['Comedy', 'Family', 'Romance', 'Fantasy']",14.9,"['Joseph M. Singer Entertainment', 'Davis Entertainment']",176104344.0,87.0,Dr. Dolittle 2,5.2,1227.0,2001,6,267678602,106400000
12500000,"['Comedy', 'Drama']",0.6,['Beijing Jinyinma Movie & TV Culture Co.'],123021750.0,94.0,A Gambler's Story,6.8,2.0,2001,11,186993060,19000000
68000000,"['Action', 'Crime', 'Thriller', 'Mystery']",11.783,"['Horseshoe Bay Productions', 'Paramount', 'Mandalay Pictures']",113579918.0,124.0,The Score,6.7,1100.0,2001,7,172641475,103360000
